index|lemma|human_readable_pos|synset_key_name|definition|example
5201|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5202|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5203|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5204|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5205|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5206|enter|verb|Synset('enter.v.06')|come on stage|It is into this household, one eroded by irritations that have tortured the souls out of its people, that george dillon enters at the beginning of the play.
5207|office|noun|Synset('agency.n.01')|an administrative unit of government|Branch offices are located in other large cities.
5208|office|noun|Synset('office.n.04')|(of a government or government official) holding an office means being in power|during his first year in office
5209|office|noun|Synset('function.n.03')|the actions and activities assigned to or required or expected of a person or group|A politician was approached by a man seeking the office of a minor public official who had just died.
5210|professional|adjective|Synset('professional.s.05')|engaged in by members of a profession|professional occupations include medicine and the law and teaching
5211|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5212|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5213|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5214|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5215|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5216|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5217|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5218|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5219|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5220|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5221|building|noun|Synset('construction.n.01')|the act of constructing something|Building plans are on page 21.
5222|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5223|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5224|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5225|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5226|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5227|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5228|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5229|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5230|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5231|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5232|building|noun|Synset('construction.n.07')|the commercial activity involved in repairing old structures or constructing new ones|workers in the building trades
5233|conservative|adjective|Synset('cautious.s.02')|avoiding excess|a conservative estimate
5234|conservative|adjective|Synset('cautious.s.02')|avoiding excess|a conservative estimate
5235|conservative|adjective|Synset('conservative.s.02')|having social or political views favoring conservatism|And i select this sentence as its pertinent summation : `` in essence the drama of his (eisenhower's) presidency can be described as the ordeal of a nation turned conservative and struggling-thus far with but limited and precarious success-to give effective voice and force to that conservatism''.
5236|conservative|adjective|Synset('conservative.s.02')|having social or political views favoring conservatism|And i select this sentence as its pertinent summation : `` in essence the drama of his (eisenhower's) presidency can be described as the ordeal of a nation turned conservative and struggling-thus far with but limited and precarious success-to give effective voice and force to that conservatism''.
5237|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5238|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5239|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5240|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5241|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5242|well|adverb|Synset('well.r.07')|to a great extent or degree|I'm afraid the film was well over budget
5243|quick|adjective|Synset('agile.s.01')|moving quickly and lightly|quick of foot
5244|quick|adjective|Synset('flying.s.02')|hurried and brief|a quick inspection
5245|quick|adjective|Synset('quick.s.06')|easily aroused or excited|a quick temper
5246|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5247|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5248|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5249|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5250|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5251|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5252|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5253|ready|adjective|Synset('ready.s.03')|mentally disposed|he was ready to believe her
5254|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5255|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5256|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5257|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5258|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5259|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5260|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5261|ready|adjective|Synset('ready.s.04')|made suitable and available for immediate use|dinner is ready
5262|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5263|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5264|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5265|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5266|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5267|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5268|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5269|ready|adjective|Synset('ready.s.02')|(of especially money) immediately available|a ready source of cash
5270|political|adjective|Synset('political.a.02')|of or relating to your views about social relationships involving authority or power|political opinions
5271|political|adjective|Synset('political.a.02')|of or relating to your views about social relationships involving authority or power|political opinions
5272|political|adjective|Synset('political.a.02')|of or relating to your views about social relationships involving authority or power|political opinions
5273|political|adjective|Synset('political.a.02')|of or relating to your views about social relationships involving authority or power|political opinions
5274|political|adjective|Synset('political.a.03')|of or relating to the profession of governing|political career
5275|political|adjective|Synset('political.a.03')|of or relating to the profession of governing|political career
5276|political|adjective|Synset('political.a.03')|of or relating to the profession of governing|political career
5277|political|adjective|Synset('political.a.03')|of or relating to the profession of governing|political career
5278|ambition|noun|Synset('ambition.n.02')|a strong drive for success|For sheer ambition, take the decca series titled modestly `` wisdom''.
5279|ambition|noun|Synset('ambition.n.02')|a strong drive for success|For sheer ambition, take the decca series titled modestly `` wisdom''.
5280|ambition|noun|Synset('ambition.n.02')|a strong drive for success|For sheer ambition, take the decca series titled modestly `` wisdom''.
5281|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5282|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5283|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5284|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5285|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5286|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5287|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5288|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5289|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5290|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5291|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5292|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5293|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5294|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5295|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5296|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5297|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5298|child|noun|Synset('child.n.02')|a human offspring (son or daughter) of any age|The child was gone.
5299|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5300|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5301|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5302|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5303|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5304|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5305|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5306|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5307|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5308|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5309|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5310|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5311|boy|noun|Synset('son.n.01')|a male human offspring|With the boy, particularly.
5312|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5313|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5314|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5315|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5316|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5317|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5318|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5319|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5320|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5321|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5322|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5323|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5324|boy|noun|Synset('boy.n.02')|a friendly informal reference to a grown man|`` one of my boys''.
5325|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5326|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5327|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5328|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5329|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5330|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5331|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5332|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5333|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5334|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5335|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5336|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5337|boy|noun|Synset('boy.n.04')|(ethnic slur) offensive and disparaging term for Black man|get out of my way, boy
5338|girl|noun|Synset('girl.n.05')|a friendly informal reference to a grown woman|Mrs. Smith was just one of the girls
5339|girl|noun|Synset('girl.n.05')|a friendly informal reference to a grown woman|Mrs. Smith was just one of the girls
5340|girl|noun|Synset('girl.n.05')|a friendly informal reference to a grown woman|Mrs. Smith was just one of the girls
5341|unorthodox|adjective|Synset('unorthodox.a.02')|breaking with convention or tradition|an unorthodox lifestyle
5342|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5343|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5344|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5345|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5346|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5347|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5348|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5349|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5350|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5351|completely|adverb|Synset('completely.r.02')|so as to be complete; with everything necessary|They were all completely shrouded.
5352|go_on|verb|Synset('go_on.v.05')|start running, functioning, or operating|The unit consists of a small motor that goes on as soon as it is plugged in.
5353|right|adverb|Synset('justly.r.02')|in accordance with moral or social standards|do right by him
5354|unfortunate|adjective|Synset('inauspicious.a.01')|not auspicious; boding ill|Even two or three years ago i doubt that she'd have become involved in this unfortunate johnston affair.
5355|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5356|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5357|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5358|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5359|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5360|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5361|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5362|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5363|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5364|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5365|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5366|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5367|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5368|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5369|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5370|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5371|ever|adverb|Synset('always.r.01')|at all times; all the time and on every occasion|ever busy
5372|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5373|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5374|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5375|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5376|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5377|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5378|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5379|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5380|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5381|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5382|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5383|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5384|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5385|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5386|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5387|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5388|ever|adverb|Synset('ever.r.03')|(intensifier for adjectives) very|she was ever so friendly
5389|consult|verb|Synset('consult.v.02')|seek information from|You should consult the dictionary
5390|consult|verb|Synset('consult.v.02')|seek information from|You should consult the dictionary
5391|consult|verb|Synset('confer.v.01')|have a conference in order to talk something over|The aid committee's chairman in charge of the redecoration, mrs. henry francis lenygon, was in town yesterday to consult with white house staff members on the project.
5392|consult|verb|Synset('confer.v.01')|have a conference in order to talk something over|The aid committee's chairman in charge of the redecoration, mrs. henry francis lenygon, was in town yesterday to consult with white house staff members on the project.
5393|regret|verb|Synset('regret.v.04')|express with regret|I regret to say that you did not gain admission to Harvard
5394|regret|verb|Synset('regret.v.02')|feel sad about the loss or absence of|In recent days there have been extensive lamentations over the absence of original drama on television, but not for years have many regretted the passing of new plays on radio.
5395|regret|verb|Synset('regret.v.03')|decline formally or politely|I regret I can't come to the party
5396|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5397|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5398|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5399|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5400|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5401|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5402|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5403|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5404|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5405|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5406|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5407|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5408|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5409|able|adjective|Synset('able.s.02')|have the skills and qualifications to do things well|able teachers
5410|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5411|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5412|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5413|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5414|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5415|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5416|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5417|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5418|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5419|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5420|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5421|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5422|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5423|able|adjective|Synset('able.s.03')|having inherent physical or mental ability or capacity|able to learn
5424|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5425|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5426|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5427|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5428|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5429|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5430|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5431|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5432|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5433|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5434|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5435|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5436|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5437|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5438|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5439|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5440|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5441|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5442|true|adjective|Synset('true.s.02')|accurately placed or thrown|his aim was true
5443|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5444|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5445|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5446|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5447|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5448|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5449|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5450|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5451|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5452|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5453|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5454|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5455|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5456|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5457|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5458|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5459|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5460|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5461|true|adjective|Synset('true.s.03')|devoted (sometimes fanatically) to a cause or concept or truth|true believers bonded together against all who disagreed with them
5462|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5463|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5464|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5465|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5466|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5467|statement|noun|Synset('statement.n.04')|a nonverbal message|a Cadillac makes a statement about who you are
5468|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5469|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5470|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5471|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5472|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5473|statement|noun|Synset('statement.n.03')|(music) the presentation of a musical theme|the initial statement of the sonata
5474|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5475|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5476|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5477|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5478|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5479|statement|noun|Synset('argument.n.01')|a fact or assertion offered as evidence that something is true|This completes the proof of statement (a).
5480|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5481|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5482|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5483|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5484|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5485|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5486|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5487|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5488|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5489|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5490|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5491|bring|verb|Synset('fetch.v.02')|be sold for a certain price|The painting brought $10,000
5492|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5493|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5494|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5495|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5496|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5497|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5498|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5499|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5500|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5501|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5502|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5503|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5504|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5505|immediately|adverb|Synset('immediately.r.02')|near or close by|he passed immediately behind her
5506|catch|verb|Synset('catch.v.19')|contract|did you catch a cold?
5507|fairly|adverb|Synset('fairly.r.02')|without favoring one party, in a fair evenhanded manner|deal fairly with one another
5508|fairly|adverb|Synset('fairly.r.02')|without favoring one party, in a fair evenhanded manner|deal fairly with one another
